node_id:ID,descriptive_label:string[],iri,:LABEL
obo.CHEBI_24266,gluconic acid,http://purl.obolibrary.org/obo/CHEBI_24266,Concept
obo.CHEBI_33752,hexonic acid,http://purl.obolibrary.org/obo/CHEBI_33752,Concept
obo.CHEBI_24271,glucosamines,http://purl.obolibrary.org/obo/CHEBI_24271,Concept
obo.CHEBI_24586,hexosamine,http://purl.obolibrary.org/obo/CHEBI_24586,Concept
obo.CHEBI_60926,amino monosaccharide,http://purl.obolibrary.org/obo/CHEBI_60926,Concept
obo.CHEBI_24400,glycoside,http://purl.obolibrary.org/obo/CHEBI_24400,Concept
obo.CHEBI_24315,glutamic acid derivative,http://purl.obolibrary.org/obo/CHEBI_24315,Concept
obo.CHEBI_24384,glycogens,http://purl.obolibrary.org/obo/CHEBI_24384,Concept
obo.CHEBI_63161,glycosyl compound,http://purl.obolibrary.org/obo/CHEBI_63161,Concept
obo.CHEBI_63299,carbohydrate derivative,http://purl.obolibrary.org/obo/CHEBI_63299,Concept
obo.CHEBI_24432,biological role,http://purl.obolibrary.org/obo/CHEBI_24432,Concept
obo.CHEBI_50906,role,http://purl.obolibrary.org/obo/CHEBI_50906,Concept
obo.CHEBI_24531,heterocyclic antibiotic,http://purl.obolibrary.org/obo/CHEBI_24531,Concept
obo.CHEBI_33832,organic cyclic compound,http://purl.obolibrary.org/obo/CHEBI_33832,Concept
obo.CHEBI_5686,heterocyclic compound,http://purl.obolibrary.org/obo/CHEBI_5686,Concept
obo.CHEBI_24555,hexadienoic acid,http://purl.obolibrary.org/obo/CHEBI_24555,Concept
obo.CHEBI_28963,amino sugar,http://purl.obolibrary.org/obo/CHEBI_28963,Concept
obo.CHEBI_37175,organic hydride,http://purl.obolibrary.org/obo/CHEBI_37175,Concept
obo.CHEBI_33304,chalcogen molecular entity,http://purl.obolibrary.org/obo/CHEBI_33304,Concept
obo.CHEBI_24669,hydroxy carboxylic acid,http://purl.obolibrary.org/obo/CHEBI_24669,Concept
obo.CHEBI_35605,carbon oxoacid,http://purl.obolibrary.org/obo/CHEBI_35605,Concept
obo.CHEBI_24782,imide,http://purl.obolibrary.org/obo/CHEBI_24782,Concept
obo.CHEBI_33257,secondary amide,http://purl.obolibrary.org/obo/CHEBI_33257,Concept
obo.CHEBI_32988,amide,http://purl.obolibrary.org/obo/CHEBI_32988,Concept
obo.CHEBI_24833,oxoacid,http://purl.obolibrary.org/obo/CHEBI_24833,Concept
obo.CHEBI_24860,iodine molecular entity,http://purl.obolibrary.org/obo/CHEBI_24860,Concept
obo.CHEBI_24873,iron molecular entity,http://purl.obolibrary.org/obo/CHEBI_24873,Concept
obo.CHEBI_33744,iron group molecular entity,http://purl.obolibrary.org/obo/CHEBI_33744,Concept
obo.CHEBI_33676,d-block molecular entity,http://purl.obolibrary.org/obo/CHEBI_33676,Concept
obo.CHEBI_24997,lactate salt,http://purl.obolibrary.org/obo/CHEBI_24997,Concept
obo.CHEBI_25000,lactone,http://purl.obolibrary.org/obo/CHEBI_25000,Concept
obo.CHEBI_59202,straight-chain fatty acid,http://purl.obolibrary.org/obo/CHEBI_59202,Concept
obo.CHEBI_2509,agar,http://purl.obolibrary.org/obo/CHEBI_2509,Concept
obo.CHEBI_25105,macrolide antibiotic,http://purl.obolibrary.org/obo/CHEBI_25105,Concept
obo.CHEBI_25106,macrolide,http://purl.obolibrary.org/obo/CHEBI_25106,Concept
obo.CHEBI_26188,polyketide,http://purl.obolibrary.org/obo/CHEBI_26188,Concept
obo.CHEBI_63944,macrocyclic lactone,http://purl.obolibrary.org/obo/CHEBI_63944,Concept
obo.CHEBI_25107,magnesium atom,http://purl.obolibrary.org/obo/CHEBI_25107,Concept
obo.CHEBI_25111,magnesium porphyrin,http://purl.obolibrary.org/obo/CHEBI_25111,Concept
obo.CHEBI_25216,metalloporphyrin,http://purl.obolibrary.org/obo/CHEBI_25216,Concept
obo.CHEBI_38251,magnesium tetrapyrrole,http://purl.obolibrary.org/obo/CHEBI_38251,Concept
obo.CHEBI_26214,porphyrins,http://purl.obolibrary.org/obo/CHEBI_26214,Concept
obo.CHEBI_33240,coordination entity,http://purl.obolibrary.org/obo/CHEBI_33240,Concept
obo.CHEBI_33976,magnesium coordination entity,http://purl.obolibrary.org/obo/CHEBI_33976,Concept
obo.CHEBI_36309,cyclic tetrapyrrole,http://purl.obolibrary.org/obo/CHEBI_36309,Concept
obo.CHEBI_25248,methyl ester,http://purl.obolibrary.org/obo/CHEBI_25248,Concept
obo.CHEBI_26401,purines,http://purl.obolibrary.org/obo/CHEBI_26401,Concept
obo.CHEBI_25549,nitrites,http://purl.obolibrary.org/obo/CHEBI_25549,Concept
obo.CHEBI_33302,pnictogen molecular entity,http://purl.obolibrary.org/obo/CHEBI_33302,Concept
obo.CHEBI_33560,p-block element atom,http://purl.obolibrary.org/obo/CHEBI_33560,Concept
obo.CHEBI_25676,oligopeptide,http://purl.obolibrary.org/obo/CHEBI_25676,Concept
obo.CHEBI_33661,monocyclic compound,http://purl.obolibrary.org/obo/CHEBI_33661,Concept
obo.CHEBI_25696,organic anion,http://purl.obolibrary.org/obo/CHEBI_25696,Concept
obo.CHEBI_25699,organic ion,http://purl.obolibrary.org/obo/CHEBI_25699,Concept
obo.CHEBI_36916,cation,http://purl.obolibrary.org/obo/CHEBI_36916,Concept
obo.CHEBI_26082,phosphorus molecular entity,http://purl.obolibrary.org/obo/CHEBI_26082,Concept
obo.CHEBI_37826,sulfuric acid derivative,http://purl.obolibrary.org/obo/CHEBI_37826,Concept
obo.CHEBI_25807,organooxygen heterocyclic antibiotic,http://purl.obolibrary.org/obo/CHEBI_25807,Concept
obo.CHEBI_25900,aldopentose phosphate,http://purl.obolibrary.org/obo/CHEBI_25900,Concept
obo.CHEBI_35131,aldose phosphate,http://purl.obolibrary.org/obo/CHEBI_35131,Concept
obo.CHEBI_84055,pentose phosphate,http://purl.obolibrary.org/obo/CHEBI_84055,Concept
obo.CHEBI_33447,phospho sugar,http://purl.obolibrary.org/obo/CHEBI_33447,Concept
obo.CHEBI_63409,pentose derivative,http://purl.obolibrary.org/obo/CHEBI_63409,Concept
obo.CHEBI_25903,peptide antibiotic,http://purl.obolibrary.org/obo/CHEBI_25903,Concept
obo.CHEBI_36359,phosphorus oxoacid derivative,http://purl.obolibrary.org/obo/CHEBI_36359,Concept
obo.CHEBI_33457,phosphorus oxoacid,http://purl.obolibrary.org/obo/CHEBI_33457,Concept
obo.CHEBI_33241,oxoacid derivative,http://purl.obolibrary.org/obo/CHEBI_33241,Concept
obo.CHEBI_36360,phosphorus oxoacids and derivatives,http://purl.obolibrary.org/obo/CHEBI_36360,Concept
obo.CHEBI_26177,polyene antibiotic,http://purl.obolibrary.org/obo/CHEBI_26177,Concept
obo.CHEBI_26178,polyester macromolecule,http://purl.obolibrary.org/obo/CHEBI_26178,Concept
obo.CHEBI_26179,polyether antibiotic,http://purl.obolibrary.org/obo/CHEBI_26179,Concept
obo.CHEBI_26197,polyphosphates,http://purl.obolibrary.org/obo/CHEBI_26197,Concept
obo.CHEBI_26932,tetrapyrrole,http://purl.obolibrary.org/obo/CHEBI_26932,Concept
obo.CHEBI_47882,cyclic polypyrrole,http://purl.obolibrary.org/obo/CHEBI_47882,Concept
obo.CHEBI_26216,potassium atom,http://purl.obolibrary.org/obo/CHEBI_26216,Concept
obo.CHEBI_33296,alkali metal molecular entity,http://purl.obolibrary.org/obo/CHEBI_33296,Concept
obo.CHEBI_26373,pteridines,http://purl.obolibrary.org/obo/CHEBI_26373,Concept
obo.CHEBI_26375,pterins,http://purl.obolibrary.org/obo/CHEBI_26375,Concept
obo.CHEBI_26384,pullulans,http://purl.obolibrary.org/obo/CHEBI_26384,Concept
obo.CHEBI_35875,imidazopyrimidine,http://purl.obolibrary.org/obo/CHEBI_35875,Concept
obo.CHEBI_26392,purine nucleoside monophosphate,http://purl.obolibrary.org/obo/CHEBI_26392,Concept
obo.CHEBI_26395,purine nucleotide,http://purl.obolibrary.org/obo/CHEBI_26395,Concept
obo.CHEBI_26561,ribonucleotide,http://purl.obolibrary.org/obo/CHEBI_26561,Concept
obo.CHEBI_26562,ribose phosphate,http://purl.obolibrary.org/obo/CHEBI_26562,Concept
obo.CHEBI_26513,quinolines,http://purl.obolibrary.org/obo/CHEBI_26513,Concept
obo.CHEBI_33655,aromatic compound,http://purl.obolibrary.org/obo/CHEBI_33655,Concept
obo.CHEBI_26677,silicon molecular entity,http://purl.obolibrary.org/obo/CHEBI_26677,Concept
obo.CHEBI_26708,sodium atom,http://purl.obolibrary.org/obo/CHEBI_26708,Concept
obo.CHEBI_26712,sodium molecular entity,http://purl.obolibrary.org/obo/CHEBI_26712,Concept
obo.CHEBI_35341,steroid,http://purl.obolibrary.org/obo/CHEBI_35341,Concept
obo.CHEBI_51958,organic polycyclic compound,http://purl.obolibrary.org/obo/CHEBI_51958,Concept
obo.CHEBI_26816,carbohydrate phosphate,http://purl.obolibrary.org/obo/CHEBI_26816,Concept
obo.CHEBI_26819,sulfuric ester,http://purl.obolibrary.org/obo/CHEBI_26819,Concept
obo.CHEBI_33424,sulfur oxoacid derivative,http://purl.obolibrary.org/obo/CHEBI_33424,Concept
obo.CHEBI_26823,sulfites,http://purl.obolibrary.org/obo/CHEBI_26823,Concept
obo.CHEBI_39087,sulfurous acid derivative,http://purl.obolibrary.org/obo/CHEBI_39087,Concept
obo.CHEBI_26833,sulfur atom,http://purl.obolibrary.org/obo/CHEBI_26833,Concept
obo.CHEBI_33303,chalcogen,http://purl.obolibrary.org/obo/CHEBI_33303,Concept
obo.CHEBI_26836,sulfuric acid,http://purl.obolibrary.org/obo/CHEBI_26836,Concept
obo.CHEBI_33402,sulfur oxoacid,http://purl.obolibrary.org/obo/CHEBI_33402,Concept
obo.CHEBI_33484,chalcogen oxoacid,http://purl.obolibrary.org/obo/CHEBI_33484,Concept
obo.CHEBI_38077,polypyrrole,http://purl.obolibrary.org/obo/CHEBI_38077,Concept
obo.CHEBI_33860,aromatic amine,http://purl.obolibrary.org/obo/CHEBI_33860,Concept
obo.CHEBI_39447,pyrimidines,http://purl.obolibrary.org/obo/CHEBI_39447,Concept
obo.CHEBI_38418,"1,3-thiazoles",http://purl.obolibrary.org/obo/CHEBI_38418,Concept
obo.CHEBI_26979,organic heterotricyclic compound,http://purl.obolibrary.org/obo/CHEBI_26979,Concept
obo.CHEBI_36688,heterotricyclic compound,http://purl.obolibrary.org/obo/CHEBI_36688,Concept
obo.CHEBI_51959,organic tricyclic compound,http://purl.obolibrary.org/obo/CHEBI_51959,Concept
obo.CHEBI_27007,tin atom,http://purl.obolibrary.org/obo/CHEBI_27007,Concept
obo.CHEBI_33306,carbon group element atom,http://purl.obolibrary.org/obo/CHEBI_33306,Concept
obo.CHEBI_27081,transition element atom,http://purl.obolibrary.org/obo/CHEBI_27081,Concept
obo.CHEBI_33636,bicyclic compound,http://purl.obolibrary.org/obo/CHEBI_33636,Concept
obo.CHEBI_35788,seco-steroid,http://purl.obolibrary.org/obo/CHEBI_35788,Concept
obo.CHEBI_27363,zinc atom,http://purl.obolibrary.org/obo/CHEBI_27363,Concept
obo.CHEBI_33340,zinc group element atom,http://purl.obolibrary.org/obo/CHEBI_33340,Concept
obo.CHEBI_27364,zinc molecular entity,http://purl.obolibrary.org/obo/CHEBI_27364,Concept
obo.CHEBI_33673,zinc group molecular entity,http://purl.obolibrary.org/obo/CHEBI_33673,Concept
obo.CHEBI_83982,L-glutamic acid derivative,http://purl.obolibrary.org/obo/CHEBI_83982,Concept
obo.CHEBI_27568,selenium atom,http://purl.obolibrary.org/obo/CHEBI_27568,Concept
obo.CHEBI_27617,monensin A,http://purl.obolibrary.org/obo/CHEBI_27617,Concept
obo.CHEBI_59780,cyclic hemiketal,http://purl.obolibrary.org/obo/CHEBI_59780,Concept
obo.CHEBI_72600,spiroketal,http://purl.obolibrary.org/obo/CHEBI_72600,Concept
obo.CHEBI_38131,lactol,http://purl.obolibrary.org/obo/CHEBI_38131,Concept
obo.CHEBI_59772,hemiketal,http://purl.obolibrary.org/obo/CHEBI_59772,Concept
obo.CHEBI_37948,oxaspiro compound,http://purl.obolibrary.org/obo/CHEBI_37948,Concept
obo.CHEBI_59779,cyclic ketal,http://purl.obolibrary.org/obo/CHEBI_59779,Concept
obo.CHEBI_27786,hydroxocobalamin,http://purl.obolibrary.org/obo/CHEBI_27786,Concept
obo.CHEBI_27941,pullulan,http://purl.obolibrary.org/obo/CHEBI_27941,Concept
obo.CHEBI_28659,phosphorus atom,http://purl.obolibrary.org/obo/CHEBI_28659,Concept
obo.CHEBI_28694,copper atom,http://purl.obolibrary.org/obo/CHEBI_28694,Concept
obo.CHEBI_33366,copper group element atom,http://purl.obolibrary.org/obo/CHEBI_33366,Concept
obo.CHEBI_88184,metal allergen,http://purl.obolibrary.org/obo/CHEBI_88184,Concept
obo.FOODON_00002300,sweetener food product,http://purl.obolibrary.org/obo/FOODON_00002300,Concept
obo.CHEBI_2877,aspartame,http://purl.obolibrary.org/obo/CHEBI_2877,Concept
obo.CHEBI_46761,dipeptide,http://purl.obolibrary.org/obo/CHEBI_46761,Concept
obo.CHEBI_28803,pyridoxine 5'-phosphate,http://purl.obolibrary.org/obo/CHEBI_28803,Concept
obo.CHEBI_36970,vitamin B6 phosphate,http://purl.obolibrary.org/obo/CHEBI_36970,Concept
obo.CHEBI_28966,chlorophyll,http://purl.obolibrary.org/obo/CHEBI_28966,Concept
obo.CHEBI_28972,"(R)-propane-1,2-diol",http://purl.obolibrary.org/obo/CHEBI_28972,Concept
obo.CHEBI_28984,aluminium atom,http://purl.obolibrary.org/obo/CHEBI_28984,Concept
obo.CHEBI_33317,boron group element atom,http://purl.obolibrary.org/obo/CHEBI_33317,Concept
obo.CHEBI_29067,carboxylic acid anion,http://purl.obolibrary.org/obo/CHEBI_29067,Concept
obo.CHEBI_35406,oxoanion,http://purl.obolibrary.org/obo/CHEBI_35406,Concept
obo.CHEBI_33273,polyatomic anion,http://purl.obolibrary.org/obo/CHEBI_33273,Concept
obo.CHEBI_29377,sodium carbonate,http://purl.obolibrary.org/obo/CHEBI_29377,Concept
obo.CHEBI_30059,potassium hexacyanoferrate(4-),http://purl.obolibrary.org/obo/CHEBI_30059,Concept
obo.CHEBI_36294,hexacyanoferrate(4-) salt,http://purl.obolibrary.org/obo/CHEBI_36294,Concept
obo.CHEBI_36295,hexacyanoferrate salt,http://purl.obolibrary.org/obo/CHEBI_36295,Concept
obo.CHEBI_30061,sodium hexacyanoferrate(4-),http://purl.obolibrary.org/obo/CHEBI_30061,Concept
obo.CHEBI_30363,isobutane,http://purl.obolibrary.org/obo/CHEBI_30363,Concept
obo.CHEBI_30563,silicon dioxide,http://purl.obolibrary.org/obo/CHEBI_30563,Concept
obo.CHEBI_33327,silicon oxide,http://purl.obolibrary.org/obo/CHEBI_33327,Concept
obo.CHEBI_30618,hydroxypropyl methylcellulose,http://purl.obolibrary.org/obo/CHEBI_30618,Concept
obo.CHEBI_65212,polysaccharide derivative,http://purl.obolibrary.org/obo/CHEBI_65212,Concept
obo.CHEBI_30746,benzoic acid,http://purl.obolibrary.org/obo/CHEBI_30746,Concept
obo.CHEBI_30832,adipic acid,http://purl.obolibrary.org/obo/CHEBI_30832,Concept
obo.CHEBI_30961,pyridoxine hydrochloride,http://purl.obolibrary.org/obo/CHEBI_30961,Concept
obo.CHEBI_31206,ammonium chloride,http://purl.obolibrary.org/obo/CHEBI_31206,Concept
obo.CHEBI_47704,ammonium salt,http://purl.obolibrary.org/obo/CHEBI_47704,Concept
obo.CHEBI_35276,ammonium compound,http://purl.obolibrary.org/obo/CHEBI_35276,Concept
obo.CHEBI_31344,calcium oxide,http://purl.obolibrary.org/obo/CHEBI_31344,Concept
obo.CHEBI_48232,calcium oxides,http://purl.obolibrary.org/obo/CHEBI_48232,Concept
obo.CHEBI_31345,Calcium pantothenate,http://purl.obolibrary.org/obo/CHEBI_31345,Concept
obo.CHEBI_60027,polymer,http://purl.obolibrary.org/obo/CHEBI_60027,Concept
obo.CHEBI_7916,,http://purl.obolibrary.org/obo/CHEBI_7916,Concept
obo.CHEBI_36364,alkaline earth salt,http://purl.obolibrary.org/obo/CHEBI_36364,Concept
obo.CHEBI_3136,bixin,http://purl.obolibrary.org/obo/CHEBI_3136,Concept
obo.CHEBI_35311,carotenoic acid,http://purl.obolibrary.org/obo/CHEBI_35311,Concept
obo.CHEBI_36244,dicarboxylic acid monoester,http://purl.obolibrary.org/obo/CHEBI_36244,Concept
obo.CHEBI_31577,ethylenediamine derivative,http://purl.obolibrary.org/obo/CHEBI_31577,Concept
obo.CHEBI_31608,Ferrous gluconate,http://purl.obolibrary.org/obo/CHEBI_31608,Concept
obo.CHEBI_78618,L-alpha-D-Hepp-(1->7)-L-alpha-D-Hepp-(1->3)-L-alpha-D-Hepp-(1->5)-alpha-Kdo,http://purl.obolibrary.org/obo/CHEBI_78618,Concept
obo.CHEBI_50126,tetrasaccharide,http://purl.obolibrary.org/obo/CHEBI_50126,Concept
obo.CHEBI_31794,magnesium oxide,http://purl.obolibrary.org/obo/CHEBI_31794,Concept
obo.CHEBI_31835,methylparaben,http://purl.obolibrary.org/obo/CHEBI_31835,Concept
obo.CHEBI_85122,paraben,http://purl.obolibrary.org/obo/CHEBI_85122,Concept
obo.CHEBI_79323,4-hydroxybenzoate ester,http://purl.obolibrary.org/obo/CHEBI_79323,Concept
obo.CHEBI_32029,potassium acetate,http://purl.obolibrary.org/obo/CHEBI_32029,Concept
obo.CHEBI_32032,Potassium gluconate,http://purl.obolibrary.org/obo/CHEBI_32032,Concept
obo.CHEBI_32035,potassium hydroxide,http://purl.obolibrary.org/obo/CHEBI_32035,Concept
obo.CHEBI_33977,metallic base,http://purl.obolibrary.org/obo/CHEBI_33977,Concept
obo.CHEBI_32063,propylparaben,http://purl.obolibrary.org/obo/CHEBI_32063,Concept
obo.CHEBI_32095,retinyl acetate,http://purl.obolibrary.org/obo/CHEBI_32095,Concept
obo.CHEBI_32111,saccharin,http://purl.obolibrary.org/obo/CHEBI_32111,Concept
obo.CHEBI_55505,"1,2-benzisothiazole",http://purl.obolibrary.org/obo/CHEBI_55505,Concept
obo.CHEBI_90852,N-sulfonylcarboxamide,http://purl.obolibrary.org/obo/CHEBI_90852,Concept
obo.FOODON_03315027,sweetener (nonnutritive),http://purl.obolibrary.org/obo/FOODON_03315027,Concept
obo.CHEBI_37947,benzothiazoles,http://purl.obolibrary.org/obo/CHEBI_37947,Concept
obo.CHEBI_37716,mixed diacylamine,http://purl.obolibrary.org/obo/CHEBI_37716,Concept
BLANK_2089,,,BLANK
obo.FOODON_03400142,nonnutritive sweetener (us cfr),http://purl.obolibrary.org/obo/FOODON_03400142,Concept
obo.CHEBI_32112,Saccharin sodium,http://purl.obolibrary.org/obo/CHEBI_32112,Concept
obo.CHEBI_32159,sucralose,http://purl.obolibrary.org/obo/CHEBI_32159,Concept
obo.CHEBI_63353,disaccharide derivative,http://purl.obolibrary.org/obo/CHEBI_63353,Concept
obo.CHEBI_32178,Talc,http://purl.obolibrary.org/obo/CHEBI_32178,Concept
obo.CHEBI_32234,titanium dioxide,http://purl.obolibrary.org/obo/CHEBI_32234,Concept
obo.CHEBI_32321,alpha-Tocopherol acetate,http://purl.obolibrary.org/obo/CHEBI_32321,Concept
obo.CHEBI_32879,propane,http://purl.obolibrary.org/obo/CHEBI_32879,Concept
obo.CHEBI_32954,sodium acetate,http://purl.obolibrary.org/obo/CHEBI_32954,Concept
obo.CHEBI_32955,epoxide,http://purl.obolibrary.org/obo/CHEBI_32955,Concept
obo.CHEBI_37407,cyclic ether,http://purl.obolibrary.org/obo/CHEBI_37407,Concept
obo.CHEBI_3309,calcium gluconate,http://purl.obolibrary.org/obo/CHEBI_3309,Concept
obo.CHEBI_3310,calcium acetate,http://purl.obolibrary.org/obo/CHEBI_3310,Concept
obo.CHEBI_33118,boric acid,http://purl.obolibrary.org/obo/CHEBI_33118,Concept
obo.CHEBI_59765,boric acids,http://purl.obolibrary.org/obo/CHEBI_59765,Concept
obo.CHEBI_33145,boron oxoacid,http://purl.obolibrary.org/obo/CHEBI_33145,Concept
obo.CHEBI_33259,elemental molecular entity,http://purl.obolibrary.org/obo/CHEBI_33259,Concept
obo.CHEBI_33260,elemental hydrogen,http://purl.obolibrary.org/obo/CHEBI_33260,Concept
obo.CHEBI_33262,elemental oxygen,http://purl.obolibrary.org/obo/CHEBI_33262,Concept
obo.CHEBI_36358,polyatomic ion,http://purl.obolibrary.org/obo/CHEBI_36358,Concept
obo.CHEBI_52211,physiological role,http://purl.obolibrary.org/obo/CHEBI_52211,Concept
obo.CHEBI_33408,pnictogen oxoacid,http://purl.obolibrary.org/obo/CHEBI_33408,Concept
obo.CHEBI_63367,monosaccharide derivative,http://purl.obolibrary.org/obo/CHEBI_63367,Concept
obo.CHEBI_33497,transition element molecular entity,http://purl.obolibrary.org/obo/CHEBI_33497,Concept
obo.CHEBI_33583,noble gas molecular entity,http://purl.obolibrary.org/obo/CHEBI_33583,Concept
obo.CHEBI_33597,homocyclic compound,http://purl.obolibrary.org/obo/CHEBI_33597,Concept
obo.CHEBI_33599,spiro compound,http://purl.obolibrary.org/obo/CHEBI_33599,Concept
obo.CHEBI_33635,polycyclic compound,http://purl.obolibrary.org/obo/CHEBI_33635,Concept
obo.CHEBI_33619,boron oxoanion,http://purl.obolibrary.org/obo/CHEBI_33619,Concept
obo.CHEBI_33628,elemental aluminium,http://purl.obolibrary.org/obo/CHEBI_33628,Concept
obo.CHEBI_33640,polycyclic cage,http://purl.obolibrary.org/obo/CHEBI_33640,Concept
obo.CHEBI_35990,bridged compound,http://purl.obolibrary.org/obo/CHEBI_35990,Concept
obo.CHEBI_33679,helium molecular entity,http://purl.obolibrary.org/obo/CHEBI_33679,Concept
obo.CHEBI_33680,elemental helium,http://purl.obolibrary.org/obo/CHEBI_33680,Concept
obo.CHEBI_33702,polyatomic cation,http://purl.obolibrary.org/obo/CHEBI_33702,Concept
obo.CHEBI_33745,copper group molecular entity,http://purl.obolibrary.org/obo/CHEBI_33745,Concept
obo.CHEBI_33767,cobalt group molecular entity,http://purl.obolibrary.org/obo/CHEBI_33767,Concept
obo.CHEBI_33837,conjugated protein,http://purl.obolibrary.org/obo/CHEBI_33837,Concept
obo.CHEBI_33861,transition element coordination entity,http://purl.obolibrary.org/obo/CHEBI_33861,Concept
obo.CHEBI_33888,cobalt molecular entity,http://purl.obolibrary.org/obo/CHEBI_33888,Concept
obo.CHEBI_33892,iron coordination entity,http://purl.obolibrary.org/obo/CHEBI_33892,Concept
obo.CHEBI_33964,silver molecular entity,http://purl.obolibrary.org/obo/CHEBI_33964,Concept
obo.CHEBI_33966,elemental silver,http://purl.obolibrary.org/obo/CHEBI_33966,Concept
obo.CHEBI_33969,gold molecular entity,http://purl.obolibrary.org/obo/CHEBI_33969,Concept
obo.CHEBI_33973,,http://purl.obolibrary.org/obo/CHEBI_33973,Concept
obo.CHEBI_35217,alkaline earth coordination entity,http://purl.obolibrary.org/obo/CHEBI_35217,Concept
obo.CHEBI_36562,main-group coordination entity,http://purl.obolibrary.org/obo/CHEBI_36562,Concept
obo.CHEBI_34247,"2,6-di-tert-butyl-4-methylphenol",http://purl.obolibrary.org/obo/CHEBI_34247,Concept
obo.CHEBI_35724,carbohydrate sulfate,http://purl.obolibrary.org/obo/CHEBI_35724,Concept
obo.CHEBI_34533,Amaranth,http://purl.obolibrary.org/obo/CHEBI_34533,Concept
obo.CHEBI_34683,disodium hydrogenphosphate,http://purl.obolibrary.org/obo/CHEBI_34683,Concept
obo.CHEBI_35115,,http://purl.obolibrary.org/obo/CHEBI_35115,Concept
obo.CHEBI_35155,,http://purl.obolibrary.org/obo/CHEBI_35155,Concept
obo.CHEBI_35286,iminium ion,http://purl.obolibrary.org/obo/CHEBI_35286,Concept
obo.CHEBI_35433,calcium bis(dihydrogenphosphate),http://purl.obolibrary.org/obo/CHEBI_35433,Concept
obo.CHEBI_35504,addition compound,http://purl.obolibrary.org/obo/CHEBI_35504,Concept
obo.CHEBI_35505,hydrate,http://purl.obolibrary.org/obo/CHEBI_35505,Concept
obo.CHEBI_35742,tetracarboxylic acid,http://purl.obolibrary.org/obo/CHEBI_35742,Concept
obo.CHEBI_35868,hydroxy monocarboxylic acid,http://purl.obolibrary.org/obo/CHEBI_35868,Concept
obo.CHEBI_35962,sorbic acid,http://purl.obolibrary.org/obo/CHEBI_35962,Concept
obo.CHEBI_79020,"alpha,beta-unsaturated monocarboxylic acid",http://purl.obolibrary.org/obo/CHEBI_79020,Concept
obo.CHEBI_36054,benzoate ester,http://purl.obolibrary.org/obo/CHEBI_36054,Concept
obo.CHEBI_62732,aromatic ester,http://purl.obolibrary.org/obo/CHEBI_62732,Concept
obo.CHEBI_36908,argon molecular entity,http://purl.obolibrary.org/obo/CHEBI_36908,Concept
obo.CHEBI_36938,nitrogen-14 atom,http://purl.obolibrary.org/obo/CHEBI_36938,Concept
obo.CHEBI_37142,organoiodine compound,http://purl.obolibrary.org/obo/CHEBI_37142,Concept
obo.CHEBI_37404,,http://purl.obolibrary.org/obo/CHEBI_37404,Concept
obo.CHEBI_83811,proteinogenic amino acid derivative,http://purl.obolibrary.org/obo/CHEBI_83811,Concept
obo.CHEBI_37576,gallate ester,http://purl.obolibrary.org/obo/CHEBI_37576,Concept
obo.CHEBI_37583,trisodium phosphate,http://purl.obolibrary.org/obo/CHEBI_37583,Concept
obo.CHEBI_37585,sodium dihydrogenphosphate,http://purl.obolibrary.org/obo/CHEBI_37585,Concept
obo.CHEBI_37808,butane,http://purl.obolibrary.org/obo/CHEBI_37808,Concept
obo.CHEBI_37929,xanthene dye,http://purl.obolibrary.org/obo/CHEBI_37929,Concept
obo.CHEBI_38835,xanthenes,http://purl.obolibrary.org/obo/CHEBI_38835,Concept
obo.CHEBI_39203,dibenzopyran,http://purl.obolibrary.org/obo/CHEBI_39203,Concept
obo.CHEBI_38106,organosulfur heterocyclic compound,http://purl.obolibrary.org/obo/CHEBI_38106,Concept
obo.CHEBI_37971,phosphorus-31 atom,http://purl.obolibrary.org/obo/CHEBI_37971,Concept
obo.CHEBI_37979,sulfur-32 atom,http://purl.obolibrary.org/obo/CHEBI_37979,Concept
obo.CHEBI_37997,homopolymer macromolecule,http://purl.obolibrary.org/obo/CHEBI_37997,Concept
obo.CHEBI_5653,hemiacetal,http://purl.obolibrary.org/obo/CHEBI_5653,Concept
obo.CHEBI_38313,diazines,http://purl.obolibrary.org/obo/CHEBI_38313,Concept
obo.CHEBI_48901,thiazoles,http://purl.obolibrary.org/obo/CHEBI_48901,Concept
obo.CHEBI_38889,tetraborate(2-),http://purl.obolibrary.org/obo/CHEBI_38889,Concept
obo.CHEBI_39022,inclusion compound,http://purl.obolibrary.org/obo/CHEBI_39022,Concept
obo.CHEBI_50967,non-covalently-bound molecular entity,http://purl.obolibrary.org/obo/CHEBI_50967,Concept
obo.CHEBI_39024,clathrate compound,http://purl.obolibrary.org/obo/CHEBI_39024,Concept
obo.CHEBI_39025,high-density lipoprotein,http://purl.obolibrary.org/obo/CHEBI_39025,Concept
obo.CHEBI_6495,lipoprotein,http://purl.obolibrary.org/obo/CHEBI_6495,Concept
obo.CHEBI_39026,low-density lipoprotein,http://purl.obolibrary.org/obo/CHEBI_39026,Concept
obo.CHEBI_39166,tetramine,http://purl.obolibrary.org/obo/CHEBI_39166,Concept
obo.CHEBI_88061,polyamine,http://purl.obolibrary.org/obo/CHEBI_88061,Concept
obo.CHEBI_39474,polyazaalkane,http://purl.obolibrary.org/obo/CHEBI_39474,Concept
obo.CHEBI_46686,azaalkane,http://purl.obolibrary.org/obo/CHEBI_46686,Concept
